id,name,domain,Location,LocationEmployees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Employees (Current)
118307314,iObeya,iobeya.com,France,,,,,,,False,
54c64031-f2aa-4dfb-bac2-23478ea48fd4,ion clean energy,https://ioncleanenergy.com/,"Boulder, CO",,,,,,,False,
119673631,ION Energy,ionenergy.co,"Mumbai, India",,0.0,Series A,3600000.0,other angel investors,Alexandre Collet (Co-Founder & CTO): https://linkedin.com/in/alexandre-collet-409b0625,True,104.0
cf794be5-051e-4cdd-b04e-881a48ca3afc,ion mobility,https://www.ionmobility.com/,Singapore,,,,,,,False,
223156223,Ion Storage Systems,ionstoragesystems.com,"Beltsville, MD",,,,,,,False,
c6ffd2cc-bc75-4c8b-a778-020237400330,ionate,,UK,,,,,,,False,
288022428,Ionblox,ionblox.com,"Fremont, CA",,,,,,,False,
1810393,Ioniqa Technologies,ioniqa.com,Netherlands,,,,,,,False,
282983126,IonKraft,ionkraft.com,"Aachen, Germany",,,,,,,False,
de83489c-7224-4bfd-93a2-ad6357234eb8,ionna,,"Torrance, CA",,,,,,,False,
120600044,ionobell,ionobell.com,"San Jose, California",,-20.0,Seed,3900000.0,Dynamo Ventures,,True,4.0
8d440a34-d9b0-4f3a-b0c7-996c840f8d11,ionomr innovations,https://ionomr.com/,Canada,,,,,,,False,
fc7343b7-ef43-4b67-903c-54b34388eb0b,iontra,,"Denver, CO",,,,,,,False,
37581618,IoTecha Corp,iotecha.com,"Piscataway, New Jersey",,-10.81,PPP Loan,150000.0,U.S. Small Business Administration.,,True,33.0
284817097,International Paintball Group - Australia,ipgau.com.au,"Melbourne, Australia",,,,,,,False,
282851474,iPronics Programmable Photonics,ipronics.com,"Valencia, Spain",,,,,,,False,
58363d99-54e7-46cc-b4dd-73a87307eee6,iqm quantum computers,,"Espoo, Finland",,,,,,,False,
224943288,Iris Light Technologies,irislighttech.com,"Chicago, IL",,,,,,,False,
31f052dd-0de6-47e4-81fa-3d9700ee62ac,iron ox,,"San Carlos, CA",,,,,,,False,
268246123,Iron Sheepdog,ironsheepdog.com,"Williamsburg, Virginia",,10.53,Series B,10000000.0,Supply Chain Ventures,Jake Liebler (Co-Founder & CEO): https://linkedin.com/in/jake-liebler-21557231,True,21.0
2ba1cade-debc-4f5d-9d31-dae8681da71f,ironic biotech,,"Lund, Sweden",,,,,,,False,
77ef9726-ba5a-4e31-8da3-ce986c9a4997,ironspring ventures,,"Austin, TX",,,,,,,False,
161873794,IRP Systems,irpsystems.com,"Tel Aviv, Israel",,,,,,,False,
164747949,Irrigreen,irrigreen.com,"Edina, Minnesota",,-15.56,Series A,19000000.0,Sage Hill Investors,Shane Dyer (CEO): https://linkedin.com/in/shane-dyer-75a84,True,38.0
294040889,Isometric,isometric.com,"London, United Kingdom",,35.85,Seed,25000000.0,Niklas Zennström,Eamon Jubbawy (Founder and CEO): https://linkedin.com/in/eamonjubbawy,True,72.0
120602144,Isovalent,isovalent.com,"Mountain View, CA",,,,,,,False,
f0e894eb-2954-4796-ba23-719bd160d464,isptech,https://isptech.com/,"Hardthausen, Germany",,,,,,,False,
89501b8a-f2c9-4333-bf3a-b3b7a20f1c8c,it's fresh!,https://itsfresh.com/,"Burntwood, United Kingdom",,,,,,,False,
149472769,ITpipes,itpipes.com,"Seattle, WA",,,,,,,False,
6c450fdc-24b9-4957-9b79-8736a23b2a9b,itselectric,,"Brooklyn, NY",,,,,,,False,
129729004,iUNU,iunu.com,"Seattle, WA",,,,,,,False,
262719177,Ivy Energy SaaS,ivy-energy.com,"San Diego, California",,3.85,Series A,18000000.0,Legacy Capital Ventures,,True,54.0
5cf95e7f-5bf6-420b-8148-799ed0e87414,iyris,https://iyris.com/,UAE,,,,,,,False,
6ca790b6-7cc2-46dd-be94-7ac4840bb800,jedlix b.v.,https://jedlix.com/,Netherlands,,,,,,,False,
287464476,Jejak.in,jejakin.com,"South Tangerang, Indonesia",,,,,,,False,
265069415,Jellatech,jellatech.com,"Raleigh, NC",,,,,,,False,
2167595,JET Charge,jetcharge.com.au,Australia,,,,,,,False,
223550798,JETCOOL Technologies,jetcool.com,"Littleton, Colorado",,0.0,Series A,17000000.0,Schooner Capital,Bernie Malouin (Founder & CEO): https://linkedin.com/in/malouin,True,38.0
120131221,Jetti Resources,jettiresources.com,"Boulder, CO",,,,,,,False,
52bbdcb9-588a-4363-9ecc-e85b5edf6c92,jetzero,,"Long Beach, CA",,,,,,,False,
afb26c0f-e795-4f4f-93fb-dc177c06cbc7,joby aviation,https://www.jobyaviation.com/,"Santa Cruz, CA",,,,,,,False,
224020028,Jolt Energy,jolt.energy,"Munich, Germany",,0.0,Other,165394500.0,InfraRed Capital Partners,"Frank N. Beicken (Co-founder, Vice President, Business Development at Jolt Energy): https://linkedin.com/in/frank-n-beicken-97367264",True,58.0
289128422,Jooules Limited,jooules.com,"Wellington, New Zealand",,,,,,,False,
164019833,Joro,joro.tech,"Oakland, California",,4.0,Seed,2500000.0,Amasia,Brydon Gerus (Advisor to the Founder.): https://linkedin.com/in/brydongerus,True,26.0
22439846,Joywell Foods,joywellfoods.com,"David, CA",,,,,,,False,
287559063,Jua,jua.ai,"Zürich, Switzerland",,0.0,Series A,11000000.0,Future Energy Ventures,Marvin Gabler (Co-Founder & CPO): https://linkedin.com/in/marvin-gabler,True,31.0
8d966284-79e4-4c5f-9689-978cabcf0b5b,juganu,https://juganu.com/,Israeli,,,,,,,False,
282831211,Juicy Marbles,juicymarbles.com,Slovenia,,,,,,,False,
299279513,Juna.Ai,juna.ai,"Berlin, Germany",,33.33,Seed,7500000.0,John Doerr,,True,4.0
262520924,Juno,juno.co,"San Francisco, California",,-50.0,Series A,20000000.0,k50,Jonathan Scherr (Co-Founder and CEO): https://linkedin.com/in/jonathan-scherr-b506999,True,8.0
151468169,Jupiter Intelligence,jupiterintel.com,"San Mateo, California",,13.24,Series C,54000000.0,Mitsui MS&AD,Sharon Richmond (Advisor to CEO): https://linkedin.com/in/sharon-richmond-78b67,True,77.0
282936378,Jupiter Ionics,jupiterionics.com,"Melbourne, Australia",,,,,,,False,
268231972,Kabira Mobility,kabiramobility.com,"Verna, India",,,,,,,False,
281083696,Kaiko Systems,kaikosystems.com,"Berlin, Germany",,,,,,,False,
224689131,Kairos Aerospace,kairosaerospace.com,"Mountain View, California",,5.0,Series D,52000000.0,Energy Innovation Capital (EIC),"Brian Jones (COO, President, Founder): https://linkedin.com/in/brian-jones-202a5b4",True,105.0
220563501,Kairos Power,kairospower.com,"Alameda, California",,3.5,,303000000.0,U.S. Department of Energy,Dolly Singh (Sr. Advisor to the CEO - Talent): https://linkedin.com/in/dosingh,True,355.0
3e1ea9b7-5848-4494-a379-2181d42faa66,kaiyo,,"New York, NY",,,,,,,False,
278295879,Kaltani,kaltani.com,Nigeria,,,,,,,False,
117395503,Kamma,kammadata.com,"London, United Kingdom",,-19.51,Series C,4200000.0,Conduit EIS Impact Fund,Alex Schembri (Chief Data and Innovation Officer & Co-Founder): https://linkedin.com/in/schrembot,True,33.0
2fe4610c-37a7-4b74-90cc-0c5859802df3,kanpla,https://kanpla.com/,"Aarhus, Denmark",,,,,,,False,
294649664,Kapta Space,kaptaspace.com,"Seattle, WA",,,,,,,False,
0012ef4d-49b5-4f65-9b3f-d0aed4e3e749,karma automotive,,"Hangzhou, China",,,,,,,False,
298608672,Karman Industries,karmanindustries.com,"Long Beach, CA",,,,,,,False,
296129443,Karomia,karomia.eu,"Gent, Belgium",,,,,,,False,
01b97da1-c26c-40bf-b882-61e9250c5c42,kate farms,https://www.katefarms.com/,"Santa Barbara, CA",,,,,,,False,
def81f8a-ae5b-43a8-b20e-f8e87307dfea,kaya ai,,"Columbus, OH",,,,,,,False,
116494323,Kayrros,kayrros.com,"Paris, France",,3.7,Other,44147200.0,European Investment Bank,Antoine H. (Chief Analyst and Co-founder): https://linkedin.com/in/antoine-h-5067824,True,112.0
279921477,Kazam,kazam.in,"Bengaluru, India",,16.0,Series A,8000000.0,Vertex Ventures Southeast Asia and India,Akshay Shekhar (Co-Founder): https://linkedin.com/in/akshayshekhar,True,131.0
81fe28b2-d26d-4c99-8413-b6c92765ef62,kebony,,Norway,,,,,,,False,
162558779,Kebotix,kebotix.com,"Cambridge, Massachusetts",,-18.18,Series A,11400000.0,Flybridge Ventures,Dr. Jill S. Becker (CEO): https://linkedin.com/in/dr-jill-s-becker,True,9.0
1588900,Keelvar,keelvar.com,Ireland,,,,,,,False,
278716185,Keey Aerogel,keey-aerogel.com,"Habsheim, France",,,,,,,False,
a5ead07e-ea30-4f05-b826-f797dea7de7a,kensa group,https://www.kensagroup.com/,"Truro, United Kingdom",,,,,,,False,
195faff5-e55c-4592-8421-7983f5ce0c61,ketos,,"Milpitas, CA",,,,,,,False,
283297169,Kevala,kevala.com,"San Francisco, California",,-16.67,Series A,21000000.0,Mark Ferron,,True,60.0
120607409,Kilimo,kilimoagtech.com,"Córdoba, Argentina",,10.0,,7825950.0,,Jairo Trad (CEO & Co-Founder): https://linkedin.com/in/ingjairotrad,True,34.0
427d6ac4-5e0b-46ca-bd39-b9bf24bef5a9,kind designs,https://kinddesigns.com/,"Miami, FL",,,,,,,False,
1273a7b4-73db-496e-8c62-139596828db7,kinetic green,,"Pune, India",,,,,,,False,
1781861,KisanHub,kisanhub.com,UK,,,,,,,False,
285234208,Kite Magnetics,kitemagnetics.com,"Clayton, Australia",,,,,,,False,
263474147,Kite Mobility,kitemobility.io,"Thornhill, Canada",,,,,,,False,
1a573b97-9e13-45be-afc8-956594a968b5,kitekraft,,Germany,,,,,,,False,
60023139-210c-4d47-8e69-25b2b8d51645,kitepower,https://kitepower.nl/,Netherlands,,,,,,,False,
75a9c699-40ec-40fc-bab0-680a3452b704,kkr global climate fund,,,,,,,,,False,
285267646,Klim,klim.eco,"Berlin, Germany",,29.58,Series A,22000000.0,AgFunder,Nina Mannheimer (Co-founder & Chief Product Officer): https://linkedin.com/in/ninamannheimer,True,92.0
282308113,kloopify,kloopify.com,"Pittsburgh, PA",,,,,,,False,
223332834,KoBold Metals,koboldmetals.com,"Berkeley, California",,16.57,Series B,192500000.0,Apollo Projects,Jeff Jurinak (Co-Founder and Chief Operating Officer): https://linkedin.com/in/jeff-jurinak-75ba2b2b,True,204.0
0319c26a-a348-45b7-bdeb-d63ce336fc16,kode labs,https://www.kodelabs.com/,"Dover, DE",,,,,,,False,
152149790,Kodiak Robotics,kodiak.ai,"Mountain View, California",,-1.07,Debt,30000000.0,Gopher Asset Management,Don Burnette (Co-Founder & CEO): https://linkedin.com/in/don-burnette-b5472743,True,185.0
297067941,Kokomodo,thekokomodo.com,Israel,,,,,,,False,
1a45273f-9997-4253-8436-1fa3687ce403,koloma,,Denver,,,,,,,False,
06a41ece-dd42-482f-92eb-cc8d2080b9ed,komaza,https://www.komaza.com/,Kenya,,,,,,,False,
ba275d1c-3060-4007-865c-4f22676649cf,komunidad,,Philippines,,,,,,,False,
1f1af658-c776-484d-838f-dbcb332aebbe,koolbooks,,France,,,,,,,False,
286009375,Kopperfield,kopperfield.com,"Seattle, Washington",,-23.08,Seed,5000000.0,Giant Ventures,Mark Wong (Co-Founder / CEO): https://linkedin.com/in/wongmark,True,10.0
3b4dcf14-acab-4929-856a-0bc7fd4ae2a8,kore power,https://korepower.com/,"Coeur D’alene, ID",,,,,,,False,
224657324,Kubecost,kubecost.com,"San Francisco, California",,-27.94,Series A,25000000.0,Afore Capital,,True,49.0
45749d1a-a660-4711-9dd3-75e176d56553,kula bio,https://www.kulabio.com/,"Boston, MA",,,,,,,False,
bc0e6055-b0b3-4c63-b1eb-cf37e127af60,kuleana,,"San Francisco, CA",,,,,,,False,
285094626,KUMULUS WATER,kumuluswater.com,"Saint-Mandé, France",,-9.68,Seed,3100000.0,Bpifrance,"Iheb Triki , CFA (Co-founder and CEO): https://linkedin.com/in/iheb-triki-cfa-b5867717",True,28.0
286232724,kusaridev,kusari.dev,"Ridgefield, Washington",,7.14,,8000000.0,Unusual Ventures,Tim Miller (CEO / Co-Founder): https://linkedin.com/in/tim-miller-02053621,True,15.0
283559617,Kuva Space,kuvaspace.com,"Espoo, Finland",,,,,,,False,
163277954,Kuva Systems,kuvasystems.com,"Cambridge, MA",,,,,,,False,
56f98e32-4a64-4c99-87cd-3af56f6897b9,kvasir technologies,,"Gladsaxe Municipality, Denmark",,,,,,,False,
fbb0f0ed-8141-44ad-b463-15d004591a0f,kvist,https://www.kvist.com/,Oslo,,,,,,,False,
297784636,Red Phase,kwetta.com,"Napier, New Zealand",,,,,,,False,
1766454,kWh Analytics,kwhanalytics.com,"San Francisco, California",,0.0,Series B,20000000.0,ENGIE,Richard Matsui (CEO and Founder): https://linkedin.com/in/richardmatsui,True,42.0
d6717552-8873-4810-9422-fdf6701c8fb6,kwota,,Estonia,,,,,,,False,
c0a238c2-cef5-401c-af4a-6781c5664b2c,kynda,,"Jelmstorf, Germany",,,,,,,False,
264979282,Kyoto Fusioneering,kyotofusioneering.com,"Tokyo, Japan",,,,,,,False,
284012560,La Solive,la-solive.com,"Paris, France",,53.0,Series A,4000000.0,Brighteye Ventures,Anna Colin (Bras Droit CEO): https://linkedin.com/in/anna-colin-9576b2159,True,98.0
132103676,Lactips,lactips.com,"Saint-Paul-en-Jarez, France",,2.08,Other,16869520.0,BNP Paribas Développement,Alexis von Tschammer (CEO): https://linkedin.com/in/alexis-von-tschammer-16a82645,True,49.0
0303666b-3d4d-4017-99b5-14d592696b2b,lacuna technologies,,"Palo Alto, CA",,,,,,,False,
f87834ef-bf10-441b-911f-6b2b5fc0b889,laiier,,London,,,,,,,False,
119216715,Laird Superfood,lairdsuperfood.com,Oregon,,,,,,,False,
161108674,Lancium Technologies,lancium.com,"Houston, Texas",,-5.36,,150000000.0,other strategic energy investors,Prashant Gupta (Co-Founder and Board Member): https://linkedin.com/in/pgupta241,True,53.0
266626238,LandGate,landgate.com,"Denver, Colorado",,0.0,Series B,10000000.0,"NextEra Energy Resources, LLC",Yoann Hispa (CEO): https://linkedin.com/in/yoann-hispa-652a994,True,43.0
263507746,LanzaJet,lanzajet.com,"Deerfield, Illinois",,14.41,Other,,Mitsubishi UFJ Financial Group,Jimmy Samartzis (Chief Executive Officer and Board Director): https://linkedin.com/in/jimmysamartzis,True,135.0
5198dba1-c64d-4b41-a763-900f9c28416f,lanzatech,https://www.lanzatech.com/,"Chicago, IL",,,,,,,False,
b207dd56-27d7-4794-a026-e4336ab56b02,lanzatech nz,,"Skokie, IL",,,,,,,False,
1fcc4278-a18a-4487-89bd-34ad8aa4c1c9,larger funding rounds,,"Cambridge, MA",,,,,,,False,
58222dc5-617e-4ac5-8166-db14376fd91c,last energy,,"Washington, D.C.",,,,,,,False,
42af7ffa-1569-4ef2-aa06-028231c37452,lat water,,"Berkshire, UK",,,,,,,False,
f42506b0-d37b-4346-971a-b8b73a767315,latitude media,,"Boston, MA",,,,,,,False,
5073f3e5-0572-4982-bf2b-8c7edc9d87fe,laxey,,"Vestmannaeyjar, Iceland",,,,,,,False,
f93dda0b-1b3f-41a7-a415-dd3183943015,ld carbon,,"Seoul, South Korea",,,,,,,False,
282357617,Le Fourgon,lefourgon.com,"Lille, France",,-7.48,Series A,10000000.0,La Poste Ventures fund,Maxime Tharin (CO-FOUNDER & COO): https://linkedin.com/in/maximetharincofondateurlefourgon,True,136.0
5706741b-c20f-468d-9b9a-fc263c93890d,leaf agriculture,https://www.leafagriculture.com/,"New York, U.S.",,,,,,,False,
279208332,Leaft Foods,leaftfoods.com,New Zealand,,,,,,,False,
297602927,Leakzon,leakzon.com,"Kfar Saba, Israel",,,,,,,False,
4a813edc-c190-4333-ac62-0caaac44e22f,leap24,,Netherlands,,,,,,,False,
267467687,Legume Technology,legumetechnology.co.uk,"East Bridgford, U.K.",,,,,,,False,
203286706,Leko Labs,lekolabs.com,Luxembourg,,,,,,,False,
8da83a90-e9ae-4612-909f-5935f933f375,lemon energy,,Brazil,,,,,,,False,
a968b56c-e603-430b-b83d-9b61c9d0d94d,lens consortium,,,,,,,,,False,
287851105,Leoparda Electric,leopardaelectric.com,"São Paulo, Brazil",,,,,,,False,
1793976,LetsTransport,letstransport.in,"Bangalore, India",,,,,,,False,
124906420,LevelTen Energy,leveltenenergy.com,"Seattle, Washington",,16.99,Series D,65000000.0,Intercontinental Exchange,Bryce Smith (Founder and Chief Executive Officer): https://linkedin.com/in/bryce-smith-8545a819,True,179.0
221025456,Lever VC,levervc.com,New York City,,,,,,,False,
285150909,Levidian,levidian.com,England,,,,,,,False,
46248812,LeydenJar Technologies,leyden-jar.com,Netherlands,,,,,,,False,
268354403,Li Industries,li-ind.com,"Blacksburg, Virginia",,17.39,Series B,42000000.0,Tech Energy Ventures,Zheng Li (Co-Founder and Chief Science Officer): https://linkedin.com/in/zheng-li-02b6a6a,True,27.0
163312688,Li-Cycle,li-cycle.com,"Toronto, Canada",,-19.82,Debt,200000000.0,Glencore plc,"Annaliese Alexander (Executive Business Partner, CFO): https://linkedin.com/in/annaliese-alexander-700846",True,174.0
28a1d90e-4243-4fdb-b6fe-160f1182276f,libattion,https://libattion.com/,"Opfikon, Switzerland",,,,,,,False,
91c002bf-40fc-4364-a022-c359f18f4b92,liberate foods,,India,,,,,,,False,
d9dc1424-6b26-4917-ab9f-fb7e093a2fc5,liberation labs,https://liberationlabs.com/,"Richmond, IN",,,,,,,False,
262966603,Lidwave,lidwave.com,Jerusalem,,,,,,,False,
32c5fb54-ae7f-44a4-8c10-a73eaec0bcc7,liefergrün,,Germany,,,,,,,False,
84a3c78e-1c24-4fc2-867e-7276bb24724b,lifelabs,https://lifelabs.com/,"Sunnyvale, CA",,,,,,,False,
268065867,LiftWerx,liftwerx.com,"Cambridge, Canada",,,,,,,False,
b795edb5-8097-4377-91e2-26d1a3b56409,light bridge,,"Hwaseong-si, South Korea",,,,,,,False,
291875836,Lightdash,lightdash.com, ,,,,,,,False,
263319800,Lightlytics,lightlytics.com,"Tel Aviv, Israel",,,,,,,False,
ad2a86cc-02f4-4298-a764-825f53994b16,lightning emotors,,,,,,,,,False,
e69a6eef-85af-4b71-ad4f-5b6862ca0c94,lightshift energy,,"Arlington, VA",,,,,,,False,
5823b230-bd3a-4763-8613-360e68cfbfa5,lightship rv,,"San Francisco, CA",,,,,,,False,
282612532,Lightsource BP,lightsourcebp-ha.com,"London, UK",,,,,,,False,
e3a75291-4476-488d-aad6-7cb11665f61a,ligna energy,,Sweden,,,,,,,False,
285073857,Lignovations,lignovations.com,"Klosterneuburg, Austria",,,,,,,False,
12645358-b61c-49a3-9f0d-14ed79eacd61,lilac solutions,https://www.lilacsolutions.com/,"Oakland, CA",,,,,,,False,
79714633,Lilium,lilium.com,"Gauting, Germany",,-20.51,,1000000000.0,Mobile Uplift Corporation GmbH,,True,973.0
159036710,Lime,li.me,"San Francisco, California",,0.08,Debt,523000000.0,Research Company,,True,1238.0
f3404a21-42e2-4afc-817d-7a9e1bd906c6,lina energy,,"Lancaster, England",,,,,,,False,
7c5e0fc6-6e4f-4abf-a046-65008669f42b,linear labs,https://linear-labs.com/,"Fort Worth, Texas",,,,,,,False,
e72546f2-43c8-4cd3-86c8-d703f91b03fa,lineat composites,,UK,,,,,,,False,
fe9ab9b9-256d-4f3e-953d-c5909eec1cc7,linevision,https://linevision.com/,"Somerville, MA",,,,,,,False,
147496911,Lingrove,lingrove.com,"San Rafael, California",,9.09,Series B,10000000.0,SOSV,Elaine Chow (Cofounder | Business Dev and Ops): https://linkedin.com/in/elchow,True,24.0
475cc12e-d269-46c7-9f77-efb420f02a3a,linova,,"Monrovia, CA",,,,,,,False,
e002bf81-86bd-42e4-992e-df96fd64378c,linova energy,https://linovaenergy.com/,"Monrovia, CA",,,,,,,False,
fa39fbc6-2549-4dd5-b547-c3a254786b20,liquid wind,https://www.liquidwind.se/,"Gothenburg, Sweden",,,,,,,False,
9089666c-3da4-490a-84ec-040d5684ad0b,liquidonate,,San Francisco,,,,,,,False,
291963261,LiquidStack,liquidstack.com,"Carrollton, TX",,,,,,,False,
d6fa77bf-0288-41b6-8611-69bc01e99404,lithion recycling,,"Montreal, CA",,,,,,,False,
1783825,Lithium Americas,lithiumamericas.com,"Vancouver, Canada",,,,,,,False,
224047097,LitLingo,litlingo.com,"Austin, TX",,,,,,,False,
e919dced-0fa2-43e5-bbb2-6daa1f9d00e8,little leaf,https://littleleaffarms.com/,"Devens, Mass.",,,,,,,False,
212174574,LiveEO,live-eo.com,"Berlin, Germany",,9.68,Series B,25000000.0,Hannover Digital Investments,Sven Przywarra (Co Founder): https://linkedin.com/in/svenprzy,True,136.0
041c2bd6-084e-405c-acff-d85ba15a7672,livekindly,https://livekindly.co/,"Los Angeles, CA",,,,,,,False,
282163220,LIVEKINDLY Collective,thelivekindlyco.com,"Los Angeles, CA",,,,,,,False,
98cf40a9-8492-4b79-83fb-e64aff56307f,livin farms,https://www.livinfarms.com/,Vienna,,,,,,,False,
262974913,Living Carbon,livingcarbon.com,"San Francisco, California",,-38.64,Series A,21000000.0,other strategic angels,Maddie Hall (Co-Founder & CEO): https://linkedin.com/in/maddie-hall-76293135,True,27.0
148158669,Living Security,livingsecurity.com,"Austin, TX",,,,,,,False,
262508777,LivNSense Technologies Pvt,livnsense.com,"Bengaluru, India",,,,,,,False,
4c8ef090-1d50-400c-aab2-12c97ef0c2e1,lleaf,,Australia,,,,,,,False,
2165942,LO3 Energy,lo3energy.com,"Portland, Oregon",,-11.11,Series B,11000000.0,Royal Dutch Shell,Lawrence Orsini (Founder): https://linkedin.com/in/lo3,True,8.0
7ca4b29c-6eff-45f3-8916-c0dc43a6d9cc,loadar,https://www.loadar.com/,"Belfast, Northern Ireland",,,,,,,False,
291413791,LOAMIST,loamist.com,"Snowmass Village, Colorado",,20.0,Seed,1000000.0,WovenEarth,Andy Miller (Chief Executive Officer): https://linkedin.com/in/andymill,True,6.0
957f6688-df90-41b2-9ab2-70372a75861c,loanpal,,,,,,,,,False,
200342358,Locus Fermentation Solutions,locusfs.com,"Solon, OH",,,,,,,False,
150795731,LocusView,locusview.com,"Chicago, Illinois",,-7.24,Series A,64000000.0,Israel Growth Partners,Jason Zielke (Chief Executive Officer & President & Co-Founder): https://linkedin.com/in/jason-zielke-6424081,True,141.0
124408278,Log 9 Materials,log9materials.com,"Bengaluru, India",,-33.64,Series B,40000000.0,Incred Financial Services,Akshay Singhal (Founder and CEO): https://linkedin.com/in/akshayvsinghal,True,213.0
ffa1cecb-93ab-475f-9023-5f447644f073,logan energy,https://loganenergy.com/,"Edinburgh, UK",,,,,,,False,
220244875,Logical Buildings,logicalbuildings.com,"Livingston, Montana",,-26.09,Other,10000000.0,Keyframe Capital,Jeff Hendler (Chief Executive Officer): https://linkedin.com/in/jeff-hendler-568b4210,True,34.0
1662604,LogicLadder,logicladder.com,"Gurgaon, India",,,,,,,False,
c417a6c8-f0e1-4fb6-8f40-6f93db7f854d,logicstar,,"Zurich, Switzerland",,,,,,,False,
278518967,Lohum,lohum.com,"Greater Noida, India",,,,,,,False,
3811c829-58ae-4d35-bc06-0c559e16831f,lohum cleantech,,"Noida, India",,,,,,,False,
1670882,LOLIWARE,loliware.com,"San Jose, CA",,,,,,,False,
73a88f74-1465-44a1-af28-8d4849d038c7,london electric vehicle company (levc),,"Coventry, UK",,,,,,,False,
261117716,Long Journey Ventures,longjourney.vc,"San Francisco, California",,7.69,Investment Fund,181818181.0,,Lee J. (Founder and General Partner): https://linkedin.com/in/lee-jacobs,True,14.0
220181351,Longroad Energy,longroadenergy.com,"Boston, Massachusetts",,4.61,Other,,Infratil Limited,Paul Gaynor (CEO & Co-Founder): https://linkedin.com/in/paul-gaynor-9094a027,True,159.0
aa5a6e0f-4658-4a93-b54b-ececdedbf81c,loop energy,,"Vancouver, Canada",,,,,,,False,
224613420,Loopworm,loopworm.in,India,,,,,,,False,
288277894,LiMAR AI Website,looq.ai,"San Diego, California",,0.0,Seed,2600000.0,Longley Capital,Shreyas N. (Co-Founder & Chief Scientist): https://linkedin.com/in/shreyasniradi,True,17.0
4fad1a4b-55ef-4230-9628-96871bf947dc,lord of the trees,,Australia,,,,,,,False,
255186797,Lordstown Motors,lordstownmotors.com,"Lordstown, OH",,,,,,,False,
1695674,Low Carbon,lowcarbon.com,"London, United Kingdom",,-11.26,Debt,388000000.0,Intesa Sanpaolo,"John Cole (Co-founder, Chief Investment Officer and Director): https://linkedin.com/in/john-cole-8840664",True,205.0
a9d6803a-f04d-48ee-8903-e4f42e884d00,ls power,https://lspower.com/,"New York, NY",,,,,,,False,
1543317,Lucid Motors,lucidmotors.com,"Newark, New Jersey",,-1.2,Public Markets,1000000000.0,Public Investment Fund of Saudi Arabia,"Gary Rich Jr. (Supervisor, Logistics Operations, Founder Veterans@Lucid): https://linkedin.com/in/gary-rich-jr-7666aa64",True,5348.0
301207725,Lumen Energy,getlumen.com,"San Francisco, California",,26.0,Series A,11000000.0,Ajax,Peter Light (Chief Executive Officer): https://linkedin.com/in/pelight,True,44.0
292438519,Lumen Orbit,lumenorbit.com,"Redmond, WA",,,,,,,False,
b45e4fdc-18c9-49ff-beaa-de338ce791ed,lumenaza,https://www.lumenaza.de/,Berlin,,,,,,,False,
f48354a5-f0be-4ef4-afb0-fdaec9ec0a88,lumian,,"Beşiktaş, Turkey",,,,,,,False,
609a7ac4-37db-4460-ac25-ce74ccd63433,luminescent,,Israel,,,,,,,False,
4dd153ab-4fcd-46c6-afda-455f62d0df9d,lumo labs,,"Eindhoven, Netherlands",,,,,,,False,
75e5ced3-e750-40c1-91c7-37a366e20e78,luna financial,,"New York, NY",,,,,,,False,
1ae0c19e-4564-436a-a12d-ed9792f9ecf5,lunar energy,https://lunarenergy.com/,"San Mateo, CA",,,,,,,False,
289169179,Lynkwell,lynkwell.com,"Albany, NY",,,,,,,False,
7a17c27d-47cd-4b14-bdc2-b96c4b5e63ca,"lynq technologies, inc.",,"New York, USA",,,,,,,False,
300267528,Lyteflo,lyteflo.com,"Toronto, Canada",,,Seed,3000000.0,Diagram,,True,7.0
262780551,LytEn,lyten.com,"San Jose, California",,1.57,Series B,200000000.0,FedEx Corporation,"Dan Cook (CEO, Co-founder, & Investor, Lyten Inc): https://linkedin.com/in/dan-cook-1b10ba12",True,259.0
d06bbcf9-4a28-4867-b9fa-5aac8b7df890,m2i life sciences,,France,,,,,,,False,
268358179,Macro Oceans,macro-oceans.com,"Sacramento and San Francisco, CA",,,,,,,False,
293044127,MacroCycle Technologies,macrocycle.tech,"Cambridge, Massachusetts",,10.0,Seed,6500000.0,Clean Energy Ventures,Stwart Peña Feliz (Co-Founder & CEO): https://linkedin.com/in/stwart-pena-feliz,True,11.0
42465604,made of air GmbH,madeofair.com,"Berlin, Germany",,,,,,,False,
653af0d0-1339-459c-8eca-401797c1114c,maderight,,"Rehovot, Israel",,,,,,,False,
dee681cf-b95a-497f-a768-cc07ee9e3a00,magenta mobility,https://magentamobility.com/,"Mumbai, India",,,,,,,False,
643fd337-814b-4ae2-867e-3d6ccafbe3fb,magical mushroom company,,UK,,,,,,,False,
5f85499f-7ff8-4f70-b9e7-aaee818bccff,magna imperio systems,,"Houston, TX",,,,,,,False,
a4908c99-fcb2-4904-b9ec-81c2f8c72a29,magnotherm,https://magnotherm.com/,"Darmstadt, Germany",,,,,,,False,
295417871,"Magnus Metal Works, LLC",magnusmetalsusa.com,"Tel Aviv, Israel",,,,,,,False,
f1a17d7c-e52e-4e9c-9b35-aac65b1da45b,magrathea,https://www.magrathea.com/,"San Francisco, CA",,,,,,,False,
730fcfae-ddf0-4a58-bb3a-8dc2639cbd0b,magreesource,,"Grenoble, France",,,,,,,False,
